address	type	balance	ratio	fee_ratio	amount	fee_amount	fee_rate	payable	skipped	atphase	desc
KT1KHpwvU8DyeqLKadMAUfEBhuZRdFsnZWC2	D	1123511	0.0000000548	0.0000000041	620.000000	47.000000	0.070000	1	0	-1	None
KT1K7tdG2cDX9Y4cZ9XX5yWtFAKqWVPNKvGy	D	997311	0.0000000487	0.0000000037	551.000000	41.000000	0.070000	1	0	-1	None
KT1HzXBJw95vpBbaxWnMjuxzyo1gAzZuiFmo	D	406222	0.0000000198	0.0000000015	224.000000	17.000000	0.070000	1	0	-1	None
KT1FuAhCkny7YzP6wZCyGJ62beDdqdftCfhF	D	320927	0.0000000157	0.0000000012	177.000000	13.000000	0.070000	1	0	-1	None
KT1TjLH7MH1xeTbB4LZ43xbCoeZj7bpd1kJj	D	257000	0.0000000125	0.0000000009	142.000000	11.000000	0.070000	1	0	-1	None
KT1SzL2dvB2wMasaRK3CLnnVaDN9duRax9pp	D	241382	0.0000000118	0.0000000009	133.000000	10.000000	0.070000	1	0	-1	None
KT1D5BxqQihsy4sMiYWTa9W6UaMygDiwDhbW	D	112353	0.0000000055	0.0000000004	62.000000	5.000000	0.070000	1	0	-1	None
KT1Xb5JPFGenwans98ndPT8e4WmGFF9T5P3h	D	43051	0.0000000021	0.0000000002	24.000000	2.000000	0.070000	1	0	-1	None
KT1A1a2YKnnjr1S7aebzsivfPtYJRW6P1zaS	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1DwmUWqjwezTA26iLXvsC3xC7yFmrR92r8	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1FMU8MPkdQGNzz1zYetSCam9FfgViAQjEs	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1JogNmWmB22oGL96CqDsdGiPjn6UviQHQz	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1MK3THcyBazhwrdq3gcBwpxDH2PjBtYko7	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1S5VAo5V2Ty7dGvz2x5e9B4jw1fythWZpq	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1SyZSAvCoX8kf2mokFvfjdZWwtcUuATLLW	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1XgqqnHjHNXF8v2cm7nQXBNRezAsV1zCab	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1XXh2qcDpaNK6g1rhsnau9Z2bFuj8xAAEZ	D	0	0.0000000000	0.0000000000	0.000000	0.000000	0.070000	1	0	-1	None
KT1MMhmTkUoHez4u58XMZL7NkpU9FWY4QLn2	O	1669106250204.0	0.0875600664	0.0000000000	991150990.000000	0.000000	0.000000	1	0	-1	None
KT1MMhmTkUoHez4u58XMZL7NkpU9FWY4QLn1	O	1669106250204.0	0.0875600664	0.0000000000	991150990.000000	0.000000	0.000000	1	0	-1	None
tz1MWTkFRXA2dwez4RHJWnDWziLpaN6iDTZ9	F	0	0.0230966363	0.0000000000	261446283.000000	0.000000	0.000000	1	0	-1	None
tz1MWTkFRXA2dwez4RHJWnDWziLpaN6iDTZ8	F	0	0.0230966363	0.0000000000	261446283.000000	0.000000	0.000000	1	0	-1	None
KT1MMhmTkUoHez4u58XMZL7NkpU9FWY4QLn1	F	0	0.0115483181	0.0000000000	130723150.000000	0.000000	0.000000	1	0	-1	None
